,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
1168,1,9907,1353697,102,77,11,1,-76.98592608,38.90252118,1353697-2
640,1,8301,690418,101,0,11,1,-76.96655625,38.93157911,690418-2
762,1,7304,776764,105,79,11,2,-77.03774301,38.81797342,776764-3
236,1,9203,255499,104,56,11,3,-76.98284331,38.91177121,255499-2
190,1,1902,355278,101,60,11,2,-77.01566573,38.82687594,355278-2
919,1,8903,890959,105,105,11,1,-76.97901584,38.90519353,890959-3
1027,1,9203,1089880,104,158,11,1,-76.98049475,38.90552231,1089880-3
935,1,4300,661807,103,60,11,1,-76.98769369,38.86613388,661807-2
1040,1,9602,968209,105,48,11,2,-77.03273097,38.82769868,968209-3
1051,1,4801,1397313,102,62,11,2,-76.97886581,38.91687361,1397313-3
173,1,8903,157608,105,92,11,1,-76.97906327,38.90651329,157608-3
338,1,9601,539951,105,60,11,1,-76.98265133,38.87259312,539951-2
343,1,1902,559868,101,98,11,4,-77.01546517,38.83030465,559868-6
848,1,9203,923379,104,72,11,1,-76.98539817,38.90742887,923379-5
558,1,9203,573783,104,186,11,2,-76.98188741,38.91139905,573783-4
1049,1,9203,1102005,104,185,11,1,-76.9816473,38.90875807,1102005-3
1029,1,9602,964254,105,0,11,1,-77.02021939,38.82514363,964254-1
822,1,8301,864331,101,0,11,1,-76.95891785,38.93029275,864331-2
267,1,9907,323117,102,117,11,2,-76.98343858,38.90273564,323117-1
1047,1,8301,1195542,101,74,11,2,-76.96041638,38.93008935,1195542-1
845,1,9203,923379,104,72,11,1,-76.97696566,38.91153666,923379-2
296,1,9504,263043,105,75,11,3,-76.99554995,38.85953711,263043-1
1316,1,10100,1005072,104,0,11,1,-76.99402409,38.86088807,1005072-2
1197,1,9907,1397313,102,62,11,2,-76.98233936,38.90332703,1397313-4
481,1,9504,441980,105,79,11,1,-76.9934043,38.86488148,441980-1
282,1,9907,345021,102,136,11,1,-76.98604141,38.90462706,345021-2
1460,1,4300,1024004,103,63,11,3,-76.98889537,38.86741132,1024004-3
92,1,9907,137871,102,86,11,8,-76.98859667,38.90208713,137871-1
101,1,9907,144737,102,91,11,2,-76.98455487,38.90131312,144737-1
478,1,8903,418592,105,94,11,1,-76.97934015,38.90442332,418592-2
629,1,9504,627077,105,246,11,1,-76.99504626,38.85974949,627077-4
686,1,9203,726895,104,0,11,1,-76.9765495,38.91210093,726895-1
604,1,8301,655528,101,103,11,1,-76.96479034,38.93151524,655528-2
636,1,9203,662095,104,54,11,2,-76.98284305,38.91172729,662095-1
833,1,1901,710386,104,51,11,1,-77.00797225,38.84022692,710386-2
303,1,8903,261949,105,181,11,3,-76.97900758,38.9065767,261949-1
1406,1,1901,1199422,104,75,11,2,-77.0060794,38.84431693,1199422-4
1089,1,9203,1144889,104,0,11,1,-76.9834738,38.91052332,1144889-1
422,1,9601,698921,105,83,11,2,-76.98809803,38.8707272,698921-4
1173,1,9907,1362934,102,115,11,6,-76.98447848,38.90568859,1362934-5
1020,1,9203,1086744,104,157,11,1,-76.97798027,38.91130031,1086744-1
766,1,9203,835709,104,107,11,1,-76.98388807,38.91004422,835709-1
911,1,9602,890512,105,0,11,1,-77.03131287,38.8237506,890512-2
1414,1,4300,980794,103,0,11,1,-76.98850987,38.86652884,980794-1
750,1,8903,727889,105,75,11,2,-76.97871061,38.90565323,727889-1
493,1,9203,513267,104,50,11,3,-76.98034211,38.91490794,513267-1
474,1,9602,407041,105,72,11,3,-77.01902228,38.82452791,407041-2
385,1,9203,424647,104,56,11,1,-76.98014173,38.90580371,424647-2
871,1,7304,874950,105,0,11,1,-77.02550201,38.81902439,874950-2
479,1,4300,378099,103,78,11,1,-76.98952717,38.86650578,378099-2
1354,1,9504,1357738,105,104,11,3,-76.98869713,38.86838856,1357738-3
654,1,9504,672278,105,33,11,2,-76.99122487,38.86747345,672278-1
1468,1,1901,1240667,104,54,11,3,-77.00489651,38.84590657,1240667-2
683,1,4300,500757,103,54,11,3,-76.99083404,38.86468608,500757-2
942,1,7304,930657,105,48,11,2,-77.03810044,38.81748953,930657-2
336,1,9203,373570,104,0,11,1,-76.97674195,38.91462909,373570-4
2021,1,4300,1393138,103,63,11,4,-76.98900356,38.86646986,1393138-6
442,1,8410,992194,104,81,11,2,-76.97113527,38.88693924,992194-1
631,1,9803,649601,103,50,11,3,-76.96120646,38.89755801,649601-1
1370,1,9602,1283659,105,158,11,1,-77.03635021,38.83431306,1283659-2
682,1,4300,500757,103,54,11,3,-76.99058476,38.86388758,500757-1
179,1,9602,140793,105,180,11,2,-77.03769522,38.82274685,140793-4
970,1,7304,952189,105,49,11,2,-77.02528094,38.81870537,952189-2
2035,1,4300,1402521,103,63,11,3,-76.99129008,38.86517332,1402521-2
420,1,1902,643373,101,97,11,1,-77.01008528,38.83764994,643373-4
714,1,1902,1123186,101,33,11,2,-77.01500598,38.83066609,1123186-1
658,1,4300,473814,103,82,11,1,-76.99062322,38.86498183,473814-2
174,1,9203,205061,104,103,11,1,-76.97922488,38.91502413,205061-1
1181,1,4300,791528,103,65,11,5,-76.99073647,38.86448434,791528-2
353,1,8301,434729,101,0,11,1,-76.97520066,38.91110944,434729-1
720,1,8903,692786,105,117,11,1,-76.97919453,38.90537423,692786-3
458,1,9203,477971,104,60,11,1,-76.9797253,38.91072209,477971-2
1147,1,7304,1122645,105,129,11,1,-77.03600497,38.81299045,1122645-1
1317,1,9203,1369492,104,57,11,1,-76.97773067,38.91262512,1369492-3
776,1,9907,985215,102,83,11,2,-76.98519623,38.9016926,985215-1
1662,1,4300,1175563,103,59,11,2,-76.98917299,38.86505256,1175563-5
324,1,9203,355173,104,121,11,4,-76.98259196,38.91029183,355173-4
1205,1,9602,1117554,105,127,11,2,-77.01961444,38.82690119,1117554-2
592,1,1902,899167,101,0,11,1,-77.01294048,38.83206303,899167-3
1625,1,10100,1226280,104,47,11,3,-76.99301794,38.86100945,1226280-3
318,1,9504,272614,105,54,11,2,-76.99185483,38.86540247,272614-2
394,1,4300,318565,103,57,11,1,-76.98977597,38.86380537,318565-1
1065,1,9504,1040083,105,63,11,2,-76.99610842,38.85709968,1040083-3
1096,1,9203,1148073,104,57,11,1,-76.98149772,38.90916902,1148073-2
282,1,4300,233017,103,214,11,3,-76.98832222,38.86524799,233017-2
253,1,2202,277633,103,59,11,3,-76.96140133,38.92327154,277633-1
98,1,9203,109533,104,87,11,3,-76.97810083,38.91383832,109533-1
1165,1,7304,1153058,105,63,11,1,-77.03142987,38.79859497,1153058-2
1346,1,8903,1278249,105,75,11,2,-76.98170304,38.90219158,1278249-1
362,1,1902,581179,101,0,11,1,-77.01418515,38.83148619,581179-2
483,1,6600,573783,104,186,11,2,-76.96136909,38.89638477,573783-4
478,1,8301,530850,101,118,11,1,-76.97183455,38.92374444,530850-1
210,1,9601,330700,105,0,11,1,-76.98530952,38.87020809,330700-6
1338,1,9203,1387964,104,52,11,1,-76.98084267,38.91215822,1387964-2
81,1,9602,59934,105,73,11,1,-77.01896846,38.83119139,59934-1
595,1,9601,961165,105,45,11,2,-76.98616899,38.86976355,961165-2
123,1,9203,144337,104,64,11,2,-76.97894379,38.90721236,144337-2
260,1,8301,338461,101,116,11,2,-76.97270157,38.92205811,338461-2
325,1,9602,264363,105,64,11,2,-77.04314611,38.8360643,264363-1
164,1,4300,143742,103,252,11,2,-76.98823737,38.86713339,143742-1
1021,1,9203,1086744,104,157,11,1,-76.97699331,38.91430987,1086744-2
765,1,9504,801265,105,104,11,1,-76.99137017,38.86625603,801265-1
860,1,8903,830479,105,40,11,3,-76.97851683,38.90558774,830479-2
260,1,2202,279637,103,46,11,2,-76.95860725,38.92844945,279637-1
440,1,8903,391102,105,85,11,1,-76.9805738,38.90391723,391102-1
725,1,9203,780904,104,75,11,2,-76.98082932,38.90892864,780904-1
853,1,10100,614574,104,114,11,4,-76.99179616,38.86168532,614574-1
385,1,9601,641533,105,56,11,2,-76.98808749,38.8675801,641533-1
1278,1,9203,1337835,104,59,11,2,-76.97884776,38.91316213,1337835-3
1158,1,1901,981376,104,145,11,2,-76.99736741,38.85654268,981376-3
536,1,7304,530031,105,61,11,1,-77.02451779,38.81747614,530031-1
528,1,10100,405837,104,118,11,1,-76.99119558,38.86326271,405837-1
875,1,9907,1073757,102,0,11,1,-76.98577587,38.90415641,1073757-2
1356,1,2202,1288391,103,135,11,1,-76.96309376,38.926069,1288391-1
419,1,1902,643373,101,97,11,1,-77.01439577,38.83207567,643373-3
262,1,1901,232254,104,151,11,1,-77.00831541,38.8400772,232254-2
1378,1,1901,1169569,104,62,11,1,-77.00871477,38.83907003,1169569-3
781,1,9907,992105,102,50,11,1,-76.98749311,38.90178911,992105-2
1258,1,4300,848291,103,0,11,1,-76.9913299,38.86505707,848291-3
802,1,8301,848040,101,0,11,1,-76.97169314,38.91377151,848040-1
1222,1,9203,1285587,104,86,11,1,-76.98298525,38.91057517,1285587-2
1036,1,9203,1093308,104,60,11,5,-76.98541799,38.90731386,1093308-1
800,1,9907,999724,102,52,11,2,-76.98311391,38.90111798,999724-3
742,1,9907,946795,102,69,11,2,-76.98830091,38.90207948,946795-2
146,1,8301,202340,101,0,11,1,-76.96841039,38.92413814,202340-2
1360,1,9602,1278249,105,75,11,2,-77.0326704,38.82360059,1278249-1
1320,1,8903,1257794,105,51,11,1,-76.97770638,38.90679572,1257794-1
192,1,7304,169265,105,0,11,1,-77.03798755,38.81876253,169265-1
1030,1,7304,978028,105,99,11,1,-77.02621053,38.81086793,978028-2
309,1,9504,268437,105,92,11,1,-76.99224885,38.86651725,268437-2
863,1,8301,911934,101,83,11,3,-76.96505553,38.92197884,911934-1
787,1,9504,818852,105,90,11,1,-76.99263573,38.86502725,818852-3
760,1,9907,968981,102,64,11,2,-76.98680872,38.904965,968981-1
198,1,8803,413794,105,201,11,1,-77.01343278,38.90619683,413794-1
734,1,9601,1165170,105,0,11,1,-76.98230012,38.87369679,1165170-1
237,1,9907,306102,102,72,11,1,-76.98308941,38.902292,306102-2
500,1,8410,1096248,104,54,11,1,-76.97132924,38.88826945,1096248-2
1436,1,4300,997954,103,69,11,2,-76.98938636,38.86578321,997954-1
402,1,8301,467071,101,89,11,1,-76.972326,38.92141767,467071-2
91,1,7304,85044,105,85,11,1,-77.03463501,38.81929894,85044-1
713,1,9907,915302,102,83,11,1,-76.98448385,38.90539658,915302-2
1053,1,6600,1218831,104,77,11,1,-76.96211623,38.89117537,1218831-2
1239,1,9203,1294633,104,103,11,2,-76.98382399,38.90660698,1294633-4
251,1,8903,217028,105,98,11,2,-76.97941622,38.90472317,217028-1
250,1,9602,209483,105,117,11,1,-77.03411942,38.83476281,209483-4
144,1,9907,193831,102,98,11,3,-76.98596998,38.90255333,193831-3
538,1,8301,589976,101,55,11,4,-76.96452153,38.93351251,589976-2
668,1,9602,641882,105,78,11,2,-77.03197802,38.85077562,641882-1
150,1,4300,131145,103,63,11,1,-76.99146598,38.8646557,131145-1
793,1,8903,770915,105,58,11,1,-76.97960133,38.90417021,770915-1
193,1,8410,424647,104,56,11,1,-76.97579723,38.88328102,424647-1
828,1,8301,873239,101,284,11,2,-76.97271084,38.92341697,873239-3
223,1,9203,244257,104,65,11,1,-76.98492409,38.90739144,244257-3
21,1,9504,16166,105,294,11,2,-76.99508492,38.86112446,16166-2
335,1,9203,373570,104,0,11,1,-76.98421362,38.90643409,373570-3
348,1,1902,563993,101,99,11,3,-77.01719845,38.82600822,563993-2
222,1,4801,300456,102,54,11,3,-76.97841334,38.91719164,300456-4
401,1,9907,535260,102,177,11,6,-76.98243832,38.90216962,535260-2
997,1,1600,875541,102,137,11,2,-76.9555736,38.90951691,875541-5
89,1,2202,105217,103,158,11,1,-76.95760611,38.9296092,105217-4
287,1,9203,326284,104,125,11,2,-76.98211634,38.90853351,326284-6
327,1,10100,232254,104,151,11,1,-76.9925821,38.86057879,232254-2
1592,1,10100,1209904,104,144,11,5,-76.99194911,38.86172152,1209904-3
151,1,8301,209762,101,63,11,1,-76.96734178,38.92523588,209762-1
821,1,8301,864331,101,0,11,1,-76.96672464,38.93036269,864331-1
15,1,8410,29152,104,242,11,1,-76.97463866,38.88336477,29152-5
1160,1,9203,1209904,104,144,11,5,-76.97830172,38.91646773,1209904-2
681,1,8301,723339,101,71,11,1,-76.97780335,38.90843347,723339-2
243,1,2202,269658,103,67,11,4,-76.96286287,38.925268,269658-3
664,1,9203,682688,104,65,11,2,-76.98459482,38.90706981,682688-1
1204,1,9203,1248064,104,82,11,2,-76.97576081,38.91437122,1248064-2
810,1,9203,891085,104,83,11,9,-76.98054058,38.91301409,891085-1
518,1,9601,865925,105,75,11,2,-76.98231145,38.87406805,865925-2
855,1,9907,1054250,102,180,11,1,-76.98404634,38.9039943,1054250-2
1444,1,2202,1367358,103,63,11,2,-76.96106994,38.92840827,1367358-1
749,1,9504,790406,105,85,11,1,-76.99219544,38.86652567,790406-3
114,1,9504,92332,105,75,11,3,-76.99582702,38.85958115,92332-2
360,1,1901,338993,104,64,11,1,-76.9970766,38.85564846,338993-2
1295,1,4300,882165,103,95,11,1,-76.99037802,38.86382855,882165-2
82,1,9907,130383,102,0,11,1,-76.98303438,38.90216728,130383-1
127,1,8301,170952,101,97,11,1,-76.96883018,38.92406659,170952-2
187,1,8301,246575,101,93,11,1,-76.95967438,38.93202804,246575-1
308,1,9203,350355,104,0,11,1,-76.98214398,38.90712408,350355-1
263,1,9203,297863,104,58,11,3,-76.9790598,38.90820851,297863-1
1341,1,9203,1390199,104,64,11,2,-76.9794146,38.90836984,1390199-2
950,1,10100,684176,104,274,11,4,-76.99257198,38.86082824,684176-2
85,1,4300,62679,103,0,11,1,-76.99085747,38.86641033,62679-2
1359,1,7304,1338815,105,138,11,1,-77.02611442,38.80445659,1338815-2
542,1,8410,1197551,104,92,11,2,-76.96910861,38.88835269,1197551-1
1075,1,8301,1220952,101,63,11,3,-76.97498788,38.91521557,1220952-2
623,1,9203,644163,104,84,11,3,-76.9817477,38.91282794,644163-2
946,1,9203,1027554,104,156,11,1,-76.98048859,38.90901611,1027554-5
74,1,6600,71949,104,154,11,3,-76.9632779,38.89020112,71949-2
202,1,8301,266119,101,86,11,3,-76.96427044,38.93014813,266119-3
73,1,9907,121652,102,81,11,1,-76.98563244,38.90616587,121652-2
410,1,9203,449074,104,91,11,2,-76.9802295,38.90859334,449074-1
514,1,9601,863610,105,47,11,1,-76.98548962,38.86880664,863610-1
809,1,7304,824335,105,268,11,1,-77.03604984,38.81689586,824335-1
250,1,1902,438847,101,60,11,2,-77.01430086,38.83232497,438847-2
1099,1,9504,1083865,105,73,11,1,-76.98992019,38.87017169,1083865-6
470,1,9602,406474,105,0,11,1,-77.03198124,38.82203732,406474-2
1148,1,9907,1342654,102,66,11,2,-76.98879102,38.90437495,1342654-3
248,1,6600,297863,104,58,11,3,-76.96167124,38.89679901,297863-1
298,1,9203,338993,104,64,11,1,-76.97755736,38.91050257,338993-3
701,1,10100,510149,104,61,11,4,-76.99367245,38.86025474,510149-1
411,1,1902,636841,101,86,11,1,-77.01420865,38.83068007,636841-2
961,1,7304,940559,105,58,11,1,-77.02025109,38.82046901,940559-4
1277,1,9203,1337835,104,59,11,2,-76.97720923,38.90987877,1337835-2
763,1,4300,557650,103,54,11,1,-76.98697877,38.86681618,557650-4
1336,1,4300,914347,103,189,11,3,-76.99054235,38.86333651,914347-5
517,1,8301,581179,101,0,11,1,-76.97256362,38.92109986,581179-1
712,1,9907,915302,102,83,11,1,-76.98618876,38.90641647,915302-1
1009,1,2202,990942,103,58,11,1,-76.96183711,38.92469819,990942-2
391,1,9601,651915,105,0,11,1,-76.98436513,38.86986935,651915-1
165,1,9601,257388,105,0,11,1,-76.98726809,38.86810506,257388-1
1224,1,9504,1235348,105,66,11,1,-76.98897992,38.86820185,1235348-3
933,1,9504,933903,105,106,11,1,-76.99256996,38.86583464,933903-3
11,1,1901,7232,104,59,11,4,-77.00878262,38.84080686,7232-1
645,1,9203,666575,104,72,11,1,-76.9784036,38.91375752,666575-4
30,1,1902,68456,101,90,11,1,-77.01015836,38.83695411,68456-1
50,1,9907,80938,102,0,11,1,-76.98841342,38.90364985,80938-2
405,1,9803,417751,103,53,11,1,-76.96127344,38.90049689,417751-3
1104,1,9602,996410,105,79,11,2,-77.01335412,38.83730375,996410-1
684,1,7304,682292,105,0,11,1,-77.02588749,38.81863127,682292-1
6,1,8410,7232,104,59,11,4,-76.97456135,38.886176,7232-1
739,1,8301,776616,101,70,11,4,-76.97463387,38.91231549,776616-1
1008,1,9203,1073860,104,150,11,2,-76.97567017,38.91432529,1073860-5
1347,1,10100,1027159,104,106,11,1,-76.99201893,38.86258127,1027159-3
1187,1,8903,1147517,105,91,11,1,-76.97842845,38.90668066,1147517-1
1241,1,9602,1171242,105,110,11,1,-77.0366243,38.82918112,1171242-2
803,1,9907,1002821,102,55,11,2,-76.98425448,38.90529602,1002821-2
411,1,9203,449074,104,91,11,2,-76.98091264,38.91038153,449074-2
1152,1,4300,786669,103,103,11,3,-76.99181041,38.8643962,786669-2
1158,1,8301,1331441,101,104,11,1,-76.97065237,38.91965652,1331441-1
902,1,9803,897288,103,64,11,2,-76.96117744,38.89732332,897288-1
125,1,4801,193831,102,98,11,3,-76.97967126,38.9162867,193831-2
771,1,1901,659428,104,95,11,1,-77.00869723,38.83910336,659428-2
437,1,8410,976870,104,384,11,1,-76.96223034,38.8945914,976870-3
62,1,1600,63736,102,54,11,2,-76.95441903,38.91061509,63736-2
124,1,8301,165853,101,72,11,1,-76.97558991,38.91711671,165853-2
506,1,8903,471682,105,257,11,1,-76.97954484,38.90481135,471682-2
71,1,9907,121495,102,58,11,2,-76.98571216,38.90457155,121495-1
343,1,2202,346421,103,115,11,1,-76.96018849,38.9286068,346421-5
215,1,7304,196117,105,68,11,1,-77.02725135,38.8163147,196117-2
329,1,2202,343815,103,168,11,5,-76.95960008,38.92823849,343815-3
700,1,4300,512488,103,55,11,1,-76.99061205,38.86304959,512488-3
833,1,8301,881064,101,77,11,3,-76.97081525,38.92672479,881064-1
1125,1,8301,1275290,101,81,11,4,-76.96434259,38.93461916,1275290-1
109,1,9602,74787,105,62,11,1,-77.04348301,38.83370638,74787-2
61,1,9203,71125,104,55,11,2,-76.98397211,38.90750727,71125-3
1141,1,9602,1042379,105,61,11,2,-77.01384123,38.83571386,1042379-2
282,1,8301,349712,101,77,11,1,-76.96743118,38.92463874,349712-3
1190,1,9203,1240667,104,54,11,3,-76.98536223,38.90789083,1240667-5
1223,1,4300,821697,103,51,11,1,-76.98864266,38.86493147,821697-5
121,1,9601,187669,105,0,11,1,-76.98701919,38.87148958,187669-3
411,1,6600,505255,104,60,11,1,-76.96170748,38.89535834,505255-3
857,1,9203,929631,104,70,11,1,-76.9848493,38.90875908,929631-5
696,1,9601,1115858,105,106,11,1,-76.98483126,38.87287879,1115858-4
834,1,9907,1037733,102,58,11,2,-76.98665208,38.90155555,1037733-1
669,1,9203,691263,104,208,11,1,-76.9806244,38.90514743,691263-1
860,1,2202,838534,103,233,11,2,-76.95796393,38.9289623,838534-1
218,1,9602,188428,105,80,11,1,-77.02051117,38.82366476,188428-2
435,1,9803,432868,103,48,11,7,-76.96180154,38.89858183,432868-1
194,1,9907,271479,102,51,11,9,-76.98793338,38.90376635,271479-1
1079,1,1901,919579,104,59,11,2,-77.00815567,38.84078442,919579-5
767,1,9907,972033,102,70,11,1,-76.98290157,38.9020303,972033-4
101,1,8903,87193,105,79,11,2,-76.98157021,38.90288547,87193-2
513,1,9907,685829,102,139,11,2,-76.98666919,38.90222696,685829-4
657,1,1902,1045529,101,0,11,1,-77.01634612,38.82856819,1045529-2
35,1,1902,75475,101,66,11,2,-77.01513556,38.82823844,75475-1
404,1,9907,547221,102,51,11,1,-76.98666665,38.90276654,547221-1
139,1,8410,311634,104,71,11,1,-76.97431163,38.8859637,311634-3
837,1,8301,884840,101,57,11,1,-76.96087463,38.93176066,884840-2
37,1,9203,41644,104,64,11,4,-76.98286913,38.91065852,41644-1
157,1,8301,212925,101,331,11,2,-76.9661296,38.93380262,212925-2
224,1,8903,206297,105,62,11,2,-76.97986857,38.90385778,206297-1
416,1,9907,563192,102,70,11,1,-76.9876005,38.90434556,563192-1
565,1,9907,726418,102,67,11,2,-76.98624974,38.90235136,726418-4
344,1,2202,347284,103,68,11,5,-76.96138495,38.92302824,347284-1
334,1,2202,343867,103,49,11,3,-76.95982535,38.92475047,343867-1
712,1,1902,1122930,101,82,11,1,-77.01588201,38.82775105,1122930-1
1215,1,9203,1272177,104,69,11,1,-76.97798784,38.90978548,1272177-1
874,1,8301,926446,101,90,11,5,-76.97512599,38.91000782,926446-3
892,1,2202,856710,103,62,11,1,-76.95936704,38.92646126,856710-2
812,1,8301,852296,101,58,11,2,-76.96123592,38.93060693,852296-2
308,1,9602,254755,105,258,11,1,-77.0348187,38.82152294,254755-1
21,1,9602,9160,105,74,11,1,-77.03401539,38.82339842,9160-2
1435,1,9602,1334620,105,61,11,1,-77.03282384,38.83880012,1334620-4
922,1,9203,998071,104,68,11,1,-76.97951431,38.9099861,998071-1
643,1,9203,666575,104,72,11,1,-76.97740122,38.91134097,666575-2
192,1,2202,222009,103,61,11,2,-76.96358927,38.92502679,222009-2
361,1,9907,471138,102,256,11,1,-76.98332477,38.90318047,471138-2
648,1,7304,645282,105,89,11,2,-77.02187242,38.81830703,645282-4
508,1,9907,679970,102,65,11,3,-76.98528647,38.90383584,679970-2
1238,1,2202,1194363,103,60,11,1,-76.96165586,38.92381606,1194363-1
437,1,9203,462995,104,85,11,2,-76.97853619,38.9120444,462995-1
900,1,8301,964156,101,87,11,2,-76.95621465,38.90950895,964156-1
593,1,1901,512569,104,46,11,3,-77.00433113,38.84711496,512569-2
531,1,9907,707472,102,53,11,7,-76.98464802,38.9004894,707472-3
1371,1,9602,1283659,105,158,11,1,-77.0107087,38.83992532,1283659-3
739,1,9907,929907,102,245,11,1,-76.98656483,38.90359453,929907-3
571,1,8301,624200,101,112,11,2,-76.97300686,38.92399862,624200-1
519,1,8410,1137238,104,83,11,4,-76.9635651,38.89045688,1137238-6
906,1,7304,912660,105,65,11,1,-77.03056852,38.80008227,912660-1
691,1,9907,892333,102,82,11,2,-76.98298583,38.90369546,892333-1
889,1,7304,892680,105,65,11,1,-77.02551837,38.81309797,892680-3
353,1,1902,566117,101,151,11,1,-77.0129999,38.83175641,566117-2
480,1,9203,504757,104,81,11,1,-76.97861735,38.91488117,504757-5
59,1,9907,86885,102,58,11,4,-76.98434381,38.90344748,86885-2
593,1,9907,765551,102,91,11,2,-76.98865047,38.90453146,765551-4
920,1,8903,892680,105,65,11,1,-76.97769247,38.90651399,892680-1
1386,1,7304,1376402,105,84,11,2,-77.02544528,38.81618461,1376402-1
286,1,8301,353963,101,0,11,1,-76.97480451,38.91007376,353963-1
55,1,9907,84997,102,96,11,1,-76.98450386,38.90066764,84997-4
418,1,9203,453765,104,65,11,1,-76.98305659,38.90706486,453765-1
487,1,9907,657422,102,53,11,4,-76.98802927,38.90438527,657422-1
1035,1,9203,1093189,104,126,11,2,-76.97999368,38.90689838,1093189-5
1013,1,9203,1081276,104,97,11,1,-76.98254658,38.91209896,1081276-4
814,1,9203,899481,104,82,11,2,-76.97802243,38.90850445,899481-4
1414,1,10100,1072664,104,181,11,1,-76.99153164,38.86217675,1072664-1
802,1,8903,782375,105,0,11,1,-76.97933613,38.9061449,782375-1
